车次ID,车次,站序,站名,到点,发点
207,413,10,常州北,2:14:00,2:18:00
207,413,11,无锡东,2:31:00,2:31:00
207,413,12,苏州北,2:39:00,2:43:00
207,413,13,昆山南,2:52:00,2:52:00
207,413,14,黄渡线路所,3:00:00,3:00:00
207,413,15,上海虹桥,3:07:00,3:07:00
209,417,0,徐州东,12:25:00,12:25:00
209,417,1,宿州东,12:41:00,12:41:00
209,417,2,蚌埠南,12:59:00,12:59:00
209,417,3,定远,13:10:00,13:10:00
209,417,4,滁州,13:22:00,13:22:00
209,417,5,扬州线路所,13:25:00,13:25:00
209,417,6,南京南,13:38:00,13:40:00
209,417,7,秦淮河线路所,13:43:00,13:43:00
209,417,8,镇江南,13:57:00,13:57:00
209,417,9,丹阳北,14:03:00,14:03:00
209,417,10,常州北,14:13:00,14:15:00
209,417,11,无锡东,14:31:00,14:33:00
209,417,12,苏州北,14:43:00,14:45:00
209,417,13,昆山南,14:57:00,14:59:00
209,417,14,黄渡线路所,15:09:00,15:09:00
209,417,15,上海虹桥,15:16:00,15:16:00
210,419,0,徐州东,0:38:00,0:38:00
210,419,1,宿州东,0:54:00,0:54:00
210,419,2,蚌埠南,1:15:00,1:25:00
210,419,3,定远,1:38:00,1:38:00
210,419,4,滁州,1:50:00,1:50:00
210,419,5,扬州线路所,1:53:00,1:53:00
210,419,6,南京南,2:06:00,2:08:00
210,419,7,秦淮河线路所,2:11:00,2:11:00
210,419,8,镇江南,2:28:00,2:30:00
210,419,9,丹阳北,2:38:00,2:38:00
210,419,10,常州北,2:48:00,2:50:00
210,419,11,无锡东,3:06:00,3:08:00
210,419,12,苏州北,3:18:00,3:20:00
210,419,13,昆山南,3:32:00,3:34:00
210,419,14,黄渡线路所,3:44:00,3:44:00
210,419,15,上海虹桥,3:51:00,3:51:00
211,421,0,南京南,3:05:00,3:05:00
211,421,1,秦淮河线路所,3:06:00,3:06:00
211,421,2,镇江南,3:23:00,3:28:00
211,421,3,丹阳北,3:39:00,3:41:00
211,421,4,常州北,3:53:00,3:55:00
211,421,5,无锡东,4:11:00,4:14:00
211,421,6,苏州北,4:21:00,4:21:00
211,421,7,昆山南,4:28:00,4:28:00
211,421,8,黄渡线路所,4:36:00,4:36:00
211,421,9,上海虹桥,4:43:00,4:43:00
212,423,0,南京南,0:39:00,0:39:00
212,423,1,秦淮河线路所,0:42:00,0:42:00
212,423,2,镇江南,0:56:00,0:56:00
212,423,3,丹阳北,1:02:00,1:02:00
212,423,4,常州北,1:12:00,1:19:00
212,423,5,无锡东,1:35:00,1:37:00
212,423,6,苏州北,1:47:00,1:49:00
212,423,7,昆山南,1:58:00,1:58:00
212,423,8,黄渡线路所,2:06:00,2:06:00
212,423,9,上海虹桥,2:13:00,2:13:00
213,425,0,南京南,1:32:00,1:32:00
213,425,1,秦淮河线路所,1:35:00,1:35:00
213,425,2,镇江南,1:52:00,2:00:00
213,425,3,丹阳北,2:08:00,2:08:00
213,425,4,常州北,2:18:00,2:22:00
213,425,5,无锡东,2:38:00,2:40:00
213,425,6,苏州北,2:50:00,2:52:00
213,425,7,昆山南,3:01:00,3:01:00
213,425,8,黄渡线路所,3:09:00,3:09:00
213,425,9,上海虹桥,3:16:00,3:16:00
214,427,0,济南西,0:57:00,0:57:00
214,427,1,崔马庄线路所,1:02:00,1:02:00
214,427,2,泰安,1:12:00,1:12:00
214,427,3,曲阜东,1:26:00,1:26:00
214,427,4,滕州东,1:37:00,1:37:00
214,427,5,枣庄,1:47:00,1:49:00
214,427,6,徐州东,2:08:00,2:14:00
214,427,7,宿州东,2:33:00,2:48:00
214,427,8,蚌埠南,3:08:00,3:08:00
214,427,9,定远,3:19:00,3:19:00
214,427,10,滁州,3:31:00,3:31:00
214,427,11,扬州线路所,3:34:00,3:34:00
214,427,12,南京南,3:47:00,4:02:00
214,427,13,秦淮河线路所,4:05:00,4:05:00
214,427,14,镇江南,4:19:00,4:19:00
214,427,15,丹阳北,4:25:00,4:25:00
214,427,16,常州北,4:35:00,4:48:00
214,427,17,无锡东,5:04:00,5:08:00
214,427,18,苏州北,5:15:00,5:15:00
214,427,19,昆山南,5:25:00,5:27:00
214,427,20,黄渡线路所,5:37:00,5:37:00
214,427,21,上海虹桥,5:44:00,5:44:00
215,429,0,徐州东,0:26:00,0:26:00
215,429,1,宿州东,0:45:00,1:00:00
215,429,2,蚌埠南,1:23:00,1:33:00
215,429,3,定远,1:46:00,1:46:00
215,429,4,滁州,1:58:00,1:58:00
215,429,5,扬州线路所,2:01:00,2:01:00
215,429,6,南京南,2:14:00,2:16:00
215,429,7,秦淮河线路所,2:19:00,2:19:00
215,429,8,镇江南,2:36:00,2:45:00
215,429,9,丹阳北,2:53:00,2:53:00
215,429,10,常州北,3:03:00,3:05:00
215,429,11,无锡东,3:21:00,3:23:00
215,429,12,苏州北,3:30:00,3:30:00
215,429,13,昆山南,3:40:00,3:49:00
215,429,14,黄渡线路所,3:59:00,3:59:00
215,429,15,上海虹桥,4:06:00,4:06:00
216,431,0,徐州东,0:30:00,0:30:00
216,431,1,宿州东,0:49:00,1:04:00
216,431,2,蚌埠南,1:27:00,1:37:00
216,431,3,定远,1:50:00,1:50:00
216,431,4,滁州,2:02:00,2:02:00
216,431,5,扬州线路所,2:05:00,2:05:00
216,431,6,南京南,2:18:00,2:20:00
216,431,7,秦淮河线路所,2:23:00,2:23:00
216,431,8,镇江南,2:40:00,2:49:00
216,431,9,丹阳北,2:57:00,2:57:00
216,431,10,常州北,3:07:00,3:09:00
216,431,11,无锡东,3:25:00,3:27:00
216,431,12,苏州北,3:37:00,3:46:00
216,431,13,昆山南,3:55:00,3:55:00
216,431,14,黄渡线路所,4:03:00,4:03:00
216,431,15,上海虹桥,4:10:00,4:10:00
217,433,0,济南西,4:37:00,4:37:00
217,433,1,崔马庄线路所,4:42:00,4:42:00
217,433,2,泰安,4:55:00,4:57:00
217,433,3,曲阜东,5:13:00,5:13:00
217,433,4,滕州东,5:24:00,5:24:00
217,433,5,枣庄,5:34:00,5:36:00
217,433,6,徐州东,5:55:00,5:55:00
218,435,0,津沪线路所,15:13:00,15:13:00
218,435,1,天津南,15:14:00,15:14:00
218,435,2,沧州西,15:32:00,15:32:00
218,435,3,德州东,15:56:00,15:56:00
219,437,0,济南西,3:37:00,3:37:00
219,437,1,崔马庄线路所,3:42:00,3:42:00
219,437,2,泰安,3:52:00,3:52:00
219,437,3,曲阜东,4:09:00,4:12:00
219,437,4,滕州东,4:25:00,4:25:00
219,437,5,枣庄,4:32:00,4:32:00
219,437,6,徐州东,4:49:00,4:49:00
220,439,0,津沪线路所,15:02:00,15:02:00
220,439,1,天津南,15:06:00,15:16:00
220,439,2,沧州西,15:36:00,15:36:00
220,439,3,德州东,16:00:00,16:00:00
221,441,0,津沪线路所,15:16:00,15:16:00
221,441,1,天津南,15:20:00,15:22:00
221,441,2,沧州西,15:42:00,15:42:00
221,441,3,德州东,16:06:00,16:06:00
222,443,0,济南西,0:28:00,0:28:00
222,443,1,崔马庄线路所,0:33:00,0:33:00
222,443,2,泰安,0:43:00,0:43:00
222,443,3,曲阜东,0:57:00,0:57:00
222,443,4,滕州东,1:11:00,1:13:00
222,443,5,枣庄,1:25:00,1:27:00
222,443,6,徐州东,1:46:00,1:48:00
222,443,7,宿州东,2:07:00,2:09:00
222,443,8,蚌埠南,2:32:00,2:34:00
222,443,9,定远,2:47:00,2:47:00
222,443,10,滁州,3:02:00,3:04:00
222,443,11,扬州线路所,3:09:00,3:09:00
222,443,12,南京南,3:22:00,3:24:00
222,443,13,秦淮河线路所,3:27:00,3:27:00
222,443,14,镇江南,3:44:00,3:46:00
222,443,15,丹阳北,3:54:00,3:54:00
222,443,16,常州北,4:04:00,4:06:00
222,443,17,无锡东,4:22:00,4:24:00
222,443,18,苏州北,4:34:00,4:36:00
222,443,19,昆山南,4:45:00,4:45:00
222,443,20,黄渡线路所,4:53:00,4:53:00
222,443,21,上海虹桥,5:00:00,5:00:00
223,445,0,济南西,0:02:00,0:02:00
223,445,1,崔马庄线路所,0:07:00,0:07:00
223,445,2,泰安,0:17:00,0:17:00
223,445,3,曲阜东,0:34:00,0:40:00
223,445,4,滕州东,0:53:00,0:53:00
223,445,5,枣庄,1:00:00,1:00:00
223,445,6,徐州东,1:17:00,1:19:00
223,445,7,宿州东,1:38:00,1:40:00
223,445,8,蚌埠南,2:03:00,2:07:00
223,445,9,定远,2:20:00,2:20:00
223,445,10,滁州,2:35:00,2:37:00
223,445,11,扬州线路所,2:42:00,2:42:00
223,445,12,南京南,2:55:00,2:55:00
224,447,0,南京南,13:04:00,13:04:00
224,447,1,秦淮河线路所,13:07:00,13:07:00
224,447,2,镇江南,13:21:00,13:21:00
224,447,3,丹阳北,13:30:00,13:36:00
224,447,4,常州北,13:48:00,13:50:00
224,447,5,无锡东,14:03:00,14:03:00
224,447,6,苏州北,14:08:00,14:08:00
224,447,7,昆山南,14:15:00,14:15:00
224,447,8,黄渡线路所,14:23:00,14:23:00
224,447,9,上海虹桥,14:30:00,14:30:00
225,449,0,济南西,1:04:00,1:04:00
225,449,1,崔马庄线路所,1:09:00,1:09:00
225,449,2,泰安,1:19:00,1:19:00
225,449,3,曲阜东,1:33:00,1:33:00
225,449,4,滕州东,1:47:00,1:49:00
225,449,5,枣庄,1:58:00,1:58:00
225,449,6,徐州东,2:15:00,2:24:00
225,449,7,宿州东,2:43:00,2:58:00
225,449,8,蚌埠南,3:18:00,3:18:00
225,449,9,定远,3:29:00,3:29:00
225,449,10,滁州,3:41:00,3:41:00
225,449,11,扬州线路所,3:44:00,3:44:00
225,449,12,南京南,3:57:00,3:57:00
226,451,0,南京南,1:07:00,1:07:00
226,451,1,秦淮河线路所,1:10:00,1:10:00
226,451,2,镇江南,1:24:00,1:24:00
226,451,3,丹阳北,1:30:00,1:30:00
226,451,4,常州北,1:37:00,1:37:00
226,451,5,无锡东,1:51:00,1:53:00
226,451,6,苏州北,2:03:00,2:05:00
226,451,7,昆山南,2:14:00,2:14:00
226,451,8,黄渡线路所,2:22:00,2:22:00
226,451,9,上海虹桥,2:29:00,2:29:00
227,453,0,南京南,5:30:00,5:30:00
227,453,1,秦淮河线路所,5:33:00,5:33:00
227,453,2,镇江南,5:50:00,6:01:00
227,453,3,丹阳北,6:09:00,6:09:00
227,453,4,常州北,6:19:00,6:32:00
227,453,5,无锡东,6:45:00,6:45:00
227,453,6,苏州北,6:53:00,7:04:00
227,453,7,昆山南,7:13:00,7:13:00
227,453,8,黄渡线路所,7:21:00,7:21:00
227,453,9,上海虹桥,7:28:00,7:28:00
228,455,0,南京南,7:23:00,7:23:00
228,455,1,秦淮河线路所,7:26:00,7:26:00
228,455,2,镇江南,7:40:00,7:40:00
228,455,3,丹阳北,7:49:00,7:51:00
228,455,4,常州北,8:03:00,8:05:00
228,455,5,无锡东,8:21:00,8:27:00
228,455,6,苏州北,8:37:00,8:39:00
228,455,7,昆山南,8:48:00,8:48:00
228,455,8,黄渡线路所,8:56:00,8:56:00
228,455,9,上海虹桥,9:03:00,9:03:00
229,457,0,津沪线路所,3:47:00,3:47:00
229,457,1,天津南,3:51:00,4:04:00
229,457,2,沧州西,4:27:00,4:42:00
229,457,3,德州东,5:08:00,5:10:00
229,457,4,济南西,5:34:00,5:34:00
230,459,0,北京南,5:16:00,5:16:00
230,459,1,廊坊,5:34:00,5:34:00
230,459,2,京津线路所,5:44:00,5:44:00
230,459,3,津沪线路所,5:45:00,5:45:00
230,459,4,天津南,5:49:00,5:54:00
230,459,5,沧州西,6:17:00,6:29:00
230,459,6,德州东,6:52:00,6:52:00
231,461,0,津沪线路所,14:29:00,14:29:00
231,461,1,天津南,14:30:00,14:30:00
231,461,2,沧州西,14:51:00,14:58:00
231,461,3,德州东,15:21:00,15:21:00
231,461,4,济南西,15:43:00,15:49:00
231,461,5,崔马庄线路所,15:54:00,15:54:00
231,461,6,泰安,16:04:00,16:04:00
231,461,7,曲阜东,16:21:00,16:21:00
232,463,0,北京南,2:08:00,2:08:00
232,463,1,廊坊,2:26:00,2:26:00
232,463,2,京津线路所,2:36:00,2:36:00
232,463,3,津沪线路所,2:37:00,2:37:00
232,463,4,天津南,2:41:00,2:43:00
232,463,5,沧州西,3:06:00,3:09:00
232,463,6,德州东,3:35:00,3:37:00
232,463,7,济南西,4:01:00,4:01:00
233,465,0,济南西,13:35:00,13:35:00
233,465,1,崔马庄线路所,13:40:00,13:40:00
233,465,2,泰安,13:53:00,13:55:00
233,465,3,曲阜东,14:14:00,14:18:00
233,465,4,滕州东,14:31:00,14:31:00
233,465,5,枣庄,14:38:00,14:38:00
233,465,6,徐州东,14:55:00,15:10:00
233,465,7,宿州东,15:26:00,15:26:00
233,465,8,蚌埠南,15:44:00,15:44:00
233,465,9,定远,15:55:00,15:55:00
233,465,10,滁州,16:07:00,16:07:00
233,465,11,扬州线路所,16:10:00,16:10:00
233,465,12,南京南,16:23:00,16:32:00
233,465,13,秦淮河线路所,16:35:00,16:35:00
233,465,14,镇江南,16:49:00,16:49:00
233,465,15,丹阳北,16:55:00,16:55:00
233,465,16,常州北,17:02:00,17:02:00
233,465,17,无锡东,17:13:00,17:13:00
233,465,18,苏州北,17:18:00,17:18:00
233,465,19,昆山南,17:25:00,17:25:00
233,465,20,黄渡线路所,17:33:00,17:33:00
233,465,21,上海虹桥,17:40:00,17:40:00
234,467,0,北京南,2:12:00,2:12:00
234,467,1,廊坊,2:33:00,2:35:00
234,467,2,京津线路所,2:47:00,2:47:00
234,467,3,津沪线路所,2:48:00,2:48:00
234,467,4,天津南,2:52:00,2:54:00
234,467,5,沧州西,3:17:00,3:19:00
234,467,6,德州东,3:45:00,3:45:00
235,469,0,济南西,13:39:00,13:39:00
235,469,1,崔马庄线路所,13:44:00,13:44:00
235,469,2,泰安,13:57:00,14:05:00
235,469,3,曲阜东,14:24:00,14:39:00
235,469,4,滕州东,14:52:00,14:52:00
235,469,5,枣庄,14:59:00,14:59:00
235,469,6,徐州东,15:16:00,15:18:00
235,469,7,宿州东,15:34:00,15:34:00
235,469,8,蚌埠南,15:52:00,15:52:00
235,469,9,定远,16:03:00,16:03:00
235,469,10,滁州,16:15:00,16:15:00
235,469,11,扬州线路所,16:18:00,16:18:00
235,469,12,南京南,16:31:00,16:36:00
235,469,13,秦淮河线路所,16:39:00,16:39:00
235,469,14,镇江南,16:53:00,16:53:00
235,469,15,丹阳北,16:59:00,16:59:00
235,469,16,常州北,17:06:00,17:06:00
235,469,17,无锡东,17:17:00,17:17:00
235,469,18,苏州北,17:22:00,17:22:00
235,469,19,昆山南,17:29:00,17:29:00
235,469,20,黄渡线路所,17:37:00,17:37:00
235,469,21,上海虹桥,17:44:00,17:44:00
236,471,0,崔马庄线路所,2:12:00,2:12:00
236,471,1,泰安,2:25:00,2:35:00
236,471,2,曲阜东,2:54:00,2:54:00
237,473,0,崔马庄线路所,3:45:00,3:45:00
237,473,1,泰安,3:58:00,4:09:00
237,473,2,曲阜东,4:28:00,4:28:00
238,475,0,济南西,1:12:00,1:12:00
238,475,1,崔马庄线路所,1:17:00,1:17:00
238,475,2,泰安,1:27:00,1:27:00
238,475,3,曲阜东,1:44:00,1:44:00
239,477,0,崔马庄线路所,8:52:00,8:52:00
239,477,1,泰安,9:02:00,9:02:00
239,477,2,曲阜东,9:19:00,9:19:00
240,479,0,济南西,0:44:00,0:44:00
240,479,1,崔马庄线路所,0:49:00,0:49:00
240,479,2,泰安,1:02:00,1:14:00
240,479,3,曲阜东,1:30:00,1:30:00
241,481,0,崔马庄线路所,6:31:00,6:31:00
241,481,1,泰安,6:44:00,6:55:00
241,481,2,曲阜东,7:14:00,7:14:00
242,483,0,济南西,1:29:00,1:29:00
242,483,1,崔马庄线路所,1:34:00,1:34:00
242,483,2,泰安,1:44:00,1:44:00
242,483,3,曲阜东,2:01:00,2:01:00
243,485,0,崔马庄线路所,7:16:00,7:16:00
243,485,1,泰安,7:29:00,7:42:00
243,485,2,曲阜东,8:01:00,8:01:00
244,487,0,济南西,0:14:00,0:14:00
244,487,1,崔马庄线路所,0:19:00,0:19:00
244,487,2,泰安,0:32:00,0:34:00
244,487,3,曲阜东,0:53:00,0:59:00
244,487,4,滕州东,1:15:00,1:17:00
244,487,5,枣庄,1:29:00,1:29:00
245,489,0,崔马庄线路所,2:58:00,2:58:00
245,489,1,泰安,3:11:00,3:26:00
245,489,2,曲阜东,3:42:00,3:42:00
246,491,0,崔马庄线路所,4:46:00,4:46:00
246,491,1,泰安,4:59:00,5:11:00
246,491,2,曲阜东,5:27:00,5:27:00
247,493,0,南京南,12:46:00,12:46:00
247,493,1,秦淮河线路所,12:49:00,12:49:00
247,493,2,镇江南,13:06:00,13:12:00
247,493,3,丹阳北,13:20:00,13:20:00
247,493,4,常州北,13:27:00,13:27:00
247,493,5,无锡东,13:38:00,13:38:00
247,493,6,苏州北,13:46:00,13:57:00
247,493,7,昆山南,14:06:00,14:06:00
247,493,8,黄渡线路所,14:14:00,14:14:00
247,493,9,上海虹桥,14:21:00,14:21:00
248,495,0,南京南,14:45:00,14:45:00
248,495,1,秦淮河线路所,14:48:00,14:48:00
248,495,2,镇江南,15:02:00,15:02:00
248,495,3,丹阳北,15:08:00,15:08:00
248,495,4,常州北,15:15:00,15:15:00
248,495,5,无锡东,15:26:00,15:26:00
248,495,6,苏州北,15:31:00,15:31:00
248,495,7,昆山南,15:38:00,15:38:00
248,495,8,黄渡线路所,15:46:00,15:46:00
248,495,9,上海虹桥,15:53:00,15:53:00
249,497,0,南京南,14:49:00,14:49:00
249,497,1,秦淮河线路所,14:52:00,14:52:00
249,497,2,镇江南,15:06:00,15:06:00
249,497,3,丹阳北,15:12:00,15:12:00
249,497,4,常州北,15:19:00,15:19:00
249,497,5,无锡东,15:30:00,15:30:00
249,497,6,苏州北,15:35:00,15:35:00
249,497,7,昆山南,15:42:00,15:42:00
249,497,8,黄渡线路所,15:50:00,15:50:00
250,499,0,徐州东,0:58:00,0:58:00
250,499,1,宿州东,1:17:00,1:26:00
250,499,2,蚌埠南,1:49:00,1:51:00
250,499,3,定远,2:07:00,2:13:00
250,499,4,滁州,2:27:00,2:27:00
250,499,5,扬州线路所,2:30:00,2:30:00
250,499,6,南京南,2:43:00,2:46:00
250,499,7,秦淮河线路所,2:49:00,2:49:00
250,499,8,镇江南,3:06:00,3:21:00
250,499,9,丹阳北,3:29:00,3:29:00
250,499,10,常州北,3:36:00,3:36:00
250,499,11,无锡东,3:50:00,3:52:00
250,499,12,苏州北,4:02:00,4:04:00
250,499,13,昆山南,4:16:00,4:18:00
250,499,14,黄渡线路所,4:28:00,4:28:00
251,501,0,徐州东,0:54:00,0:54:00
251,501,1,宿州东,1:10:00,1:10:00
251,501,2,蚌埠南,1:31:00,1:44:00
251,501,3,定远,2:00:00,2:02:00
251,501,4,滁州,2:19:00,2:21:00
251,501,5,扬州线路所,2:26:00,2:26:00
251,501,6,南京南,2:39:00,2:41:00
251,501,7,秦淮河线路所,2:44:00,2:44:00
251,501,8,镇江南,3:01:00,3:03:00
251,501,9,丹阳北,3:11:00,3:11:00
251,501,10,常州北,3:21:00,3:31:00
251,501,11,无锡东,3:44:00,3:44:00
251,501,12,苏州北,3:52:00,3:54:00
251,501,13,昆山南,4:06:00,4:08:00
251,501,14,黄渡线路所,4:18:00,4:18:00
252,503,0,徐州东,0:02:00,0:02:00
252,503,1,宿州东,0:18:00,0:18:00
252,503,2,蚌埠南,0:39:00,0:45:00
252,503,3,定远,0:58:00,0:58:00
252,503,4,滁州,1:10:00,1:10:00
252,503,5,扬州线路所,1:13:00,1:13:00
252,503,6,南京南,1:26:00,1:28:00
252,503,7,秦淮河线路所,1:31:00,1:31:00
252,503,8,镇江南,1:48:00,1:52:00
252,503,9,丹阳北,2:00:00,2:00:00
252,503,10,常州北,2:10:00,2:14:00
252,503,11,无锡东,2:27:00,2:27:00
252,503,12,苏州北,2:35:00,2:39:00
252,503,13,昆山南,2:48:00,2:48:00
252,503,14,黄渡线路所,2:56:00,2:56:00
253,505,0,徐州东,8:26:00,8:26:00
253,505,1,宿州东,8:45:00,9:00:00
253,505,2,蚌埠南,9:23:00,9:30:00
253,505,3,定远,9:46:00,10:01:00
253,505,4,滁州,10:15:00,10:15:00
253,505,5,扬州线路所,10:18:00,10:18:00
253,505,6,南京南,10:31:00,10:33:00
253,505,7,秦淮河线路所,10:36:00,10:36:00
253,505,8,镇江南,10:50:00,10:50:00
253,505,9,丹阳北,10:56:00,10:56:00
253,505,10,常州北,11:03:00,11:03:00
253,505,11,无锡东,11:17:00,11:19:00
253,505,12,苏州北,11:29:00,11:34:00
253,505,13,昆山南,11:43:00,11:43:00
253,505,14,黄渡线路所,11:51:00,11:51:00
254,507,0,南京南,0:04:00,0:04:00
254,507,1,秦淮河线路所,0:07:00,0:07:00
254,507,2,镇江南,0:24:00,0:28:00
254,507,3,丹阳北,0:36:00,0:36:00
254,507,4,常州北,0:46:00,0:48:00
254,507,5,无锡东,1:04:00,1:06:00
254,507,6,苏州北,1:16:00,1:18:00
254,507,7,昆山南,1:30:00,1:32:00
254,507,8,黄渡线路所,1:42:00,1:42:00
254,507,9,上海虹桥,1:49:00,1:49:00
255,509,0,南京南,1:45:00,1:45:00
255,509,1,秦淮河线路所,1:48:00,1:48:00
255,509,2,镇江南,2:05:00,2:07:00
255,509,3,丹阳北,2:15:00,2:15:00
255,509,4,常州北,2:25:00,2:27:00
255,509,5,无锡东,2:43:00,2:45:00
255,509,6,苏州北,2:55:00,2:57:00
255,509,7,昆山南,3:06:00,3:06:00
255,509,8,黄渡线路所,3:14:00,3:14:00
255,509,9,上海虹桥,3:21:00,3:21:00
256,511,0,南京南,1:11:00,1:11:00
256,511,1,秦淮河线路所,1:14:00,1:14:00
256,511,2,镇江南,1:28:00,1:28:00
256,511,3,丹阳北,1:34:00,1:34:00
256,511,4,常州北,1:41:00,1:41:00
256,511,5,无锡东,1:55:00,1:57:00
256,511,6,苏州北,2:07:00,2:09:00
256,511,7,昆山南,2:18:00,2:18:00
256,511,8,黄渡线路所,2:26:00,2:26:00
256,511,9,上海虹桥,2:33:00,2:33:00
257,513,0,南京南,0:25:00,0:25:00
257,513,1,秦淮河线路所,0:28:00,0:28:00
257,513,2,镇江南,0:42:00,0:42:00
257,513,3,丹阳北,0:48:00,0:48:00
257,513,4,常州北,0:58:00,1:11:00
257,513,5,无锡东,1:24:00,1:24:00
257,513,6,苏州北,1:32:00,1:34:00
257,513,7,昆山南,1:46:00,1:48:00
257,513,8,黄渡线路所,1:58:00,1:58:00
257,513,9,上海虹桥,2:05:00,2:05:00
258,515,0,徐州东,1:31:00,1:31:00
258,515,1,宿州东,1:50:00,1:52:00
258,515,2,蚌埠南,2:15:00,2:15:00
259,517,0,徐州东,3:34:00,3:34:00
259,517,1,宿州东,3:53:00,3:55:00
259,517,2,蚌埠南,4:18:00,4:18:00
260,519,0,南京南,0:12:00,0:12:00
260,519,1,秦淮河线路所,0:15:00,0:15:00
260,519,2,镇江南,0:32:00,0:47:00
260,519,3,丹阳北,0:55:00,0:55:00
260,519,4,常州北,1:02:00,1:02:00
260,519,5,无锡东,1:16:00,1:18:00
260,519,6,苏州北,1:28:00,1:30:00
260,519,7,昆山南,1:42:00,1:44:00
260,519,8,黄渡线路所,1:54:00,1:54:00
260,519,9,上海虹桥,2:01:00,2:01:00
261,521,0,南京南,0:43:00,0:43:00
261,521,1,秦淮河线路所,0:46:00,0:46:00
261,521,2,镇江南,1:03:00,1:10:00
261,521,3,丹阳北,1:18:00,1:18:00
261,521,4,常州北,1:25:00,1:25:00
261,521,5,无锡东,1:39:00,1:41:00
261,521,6,苏州北,1:51:00,1:53:00
261,521,7,昆山南,2:02:00,2:02:00
261,521,8,黄渡线路所,2:10:00,2:10:00
261,521,9,上海虹桥,2:17:00,2:17:00
262,523,0,南京南,0:08:00,0:08:00
262,523,1,秦淮河线路所,0:11:00,0:11:00
262,523,2,镇江南,0:28:00,0:32:00
262,523,3,丹阳北,0:40:00,0:40:00
262,523,4,常州北,0:50:00,0:52:00
262,523,5,无锡东,1:08:00,1:10:00
262,523,6,苏州北,1:20:00,1:22:00
262,523,7,昆山南,1:34:00,1:36:00
262,523,8,黄渡线路所,1:46:00,1:46:00
262,523,9,上海虹桥,1:53:00,1:53:00
263,525,0,南京南,12:22:00,12:22:00
263,525,1,秦淮河线路所,12:25:00,12:25:00
263,525,2,镇江南,12:39:00,12:39:00
263,525,3,丹阳北,12:48:00,12:50:00
263,525,4,常州北,13:02:00,13:10:00
263,525,5,无锡东,13:26:00,13:28:00
263,525,6,苏州北,13:38:00,13:40:00
263,525,7,昆山南,13:49:00,13:49:00
263,525,8,黄渡线路所,13:57:00,13:57:00
263,525,9,上海虹桥,14:04:00,14:04:00
264,527,0,徐州东,0:10:00,0:10:00
264,527,1,宿州东,0:29:00,0:38:00
264,527,2,蚌埠南,1:01:00,1:03:00
264,527,3,定远,1:19:00,1:21:00
264,527,4,滁州,1:38:00,1:40:00
264,527,5,扬州线路所,1:45:00,1:45:00
264,527,6,南京南,1:58:00,2:00:00
264,527,7,秦淮河线路所,2:03:00,2:03:00
264,527,8,镇江南,2:20:00,2:22:00
264,527,9,丹阳北,2:30:00,2:30:00
264,527,10,常州北,2:40:00,2:42:00
264,527,11,无锡东,2:55:00,2:55:00
264,527,12,苏州北,3:03:00,3:05:00
264,527,13,昆山南,3:17:00,3:19:00
264,527,14,黄渡线路所,3:29:00,3:29:00
264,527,15,上海虹桥,3:36:00,3:36:00
265,529,0,南京南,12:50:00,12:50:00
265,529,1,秦淮河线路所,12:53:00,12:53:00
265,529,2,镇江南,13:10:00,13:16:00
265,529,3,丹阳北,13:24:00,13:24:00
265,529,4,常州北,13:34:00,13:45:00
265,529,5,无锡东,13:58:00,13:58:00
265,529,6,苏州北,14:03:00,14:03:00
265,529,7,昆山南,14:10:00,14:10:00
265,529,8,黄渡线路所,14:18:00,14:18:00
265,529,9,上海虹桥,14:25:00,14:25:00
266,531,0,徐州东,0:06:00,0:06:00
266,531,1,宿州东,0:25:00,0:34:00
266,531,2,蚌埠南,0:57:00,0:59:00
266,531,3,定远,1:15:00,1:17:00
266,531,4,滁州,1:34:00,1:36:00
266,531,5,扬州线路所,1:41:00,1:41:00
266,531,6,南京南,1:54:00,1:56:00
266,531,7,秦淮河线路所,1:59:00,1:59:00
266,531,8,镇江南,2:16:00,2:18:00
266,531,9,丹阳北,2:26:00,2:26:00
266,531,10,常州北,2:33:00,2:33:00
266,531,11,无锡东,2:47:00,2:49:00
266,531,12,苏州北,2:59:00,3:01:00
266,531,13,昆山南,3:13:00,3:15:00
266,531,14,黄渡线路所,3:25:00,3:25:00
266,531,15,上海虹桥,3:32:00,3:32:00
267,533,0,徐州东,1:27:00,1:27:00
267,533,1,宿州东,1:46:00,1:48:00
267,533,2,蚌埠南,2:11:00,2:25:00
267,533,3,定远,2:41:00,2:49:00
267,533,4,滁州,3:06:00,3:08:00
267,533,5,扬州线路所,3:13:00,3:13:00
267,533,6,南京南,3:26:00,3:26:00
268,535,0,徐州东,6:32:00,6:32:00
268,535,1,宿州东,6:51:00,6:53:00
268,535,2,蚌埠南,7:16:00,7:26:00
268,535,3,定远,7:39:00,7:39:00
268,535,4,滁州,7:54:00,8:07:00
268,535,5,扬州线路所,8:12:00,8:12:00
268,535,6,南京南,8:25:00,8:25:00
269,537,0,徐州东,7:32:00,7:32:00
269,537,1,宿州东,7:51:00,8:05:00
269,537,2,蚌埠南,8:28:00,8:34:00
269,537,3,定远,8:47:00,8:47:00
269,537,4,滁州,9:02:00,9:17:00
269,537,5,扬州线路所,9:22:00,9:22:00
269,537,6,南京南,9:35:00,9:35:00
270,539,0,徐州东,8:06:00,8:06:00
