车次ID,车次,站序,站名,到点,发点
114,227,0,北京南,10:24:00,10:24:00
114,227,1,廊坊,10:42:00,10:42:00
114,227,2,京津线路所,10:52:00,10:52:00
114,227,3,津沪线路所,10:53:00,10:53:00
114,227,4,天津南,10:57:00,10:59:00
114,227,5,沧州西,11:22:00,11:36:00
114,227,6,德州东,12:02:00,12:04:00
114,227,7,济南西,12:28:00,12:30:00
114,227,8,崔马庄线路所,12:35:00,12:35:00
114,227,9,泰安,12:48:00,12:50:00
114,227,10,曲阜东,13:06:00,13:06:00
114,227,11,滕州东,13:17:00,13:17:00
114,227,12,枣庄,13:24:00,13:24:00
114,227,13,徐州东,13:41:00,13:44:00
114,227,14,宿州东,14:00:00,14:00:00
114,227,15,蚌埠南,14:18:00,14:18:00
115,229,0,北京南,7:54:00,7:54:00
115,229,1,廊坊,8:12:00,8:12:00
115,229,2,京津线路所,8:22:00,8:22:00
115,229,3,津沪线路所,8:23:00,8:23:00
115,229,4,天津南,8:24:00,8:24:00
115,229,5,沧州西,8:45:00,8:48:00
115,229,6,德州东,9:11:00,9:11:00
115,229,7,济南西,9:33:00,9:48:00
115,229,8,崔马庄线路所,9:53:00,9:53:00
115,229,9,泰安,10:03:00,10:03:00
115,229,10,曲阜东,10:20:00,10:22:00
115,229,11,滕州东,10:35:00,10:35:00
115,229,12,枣庄,10:42:00,10:42:00
115,229,13,徐州东,10:59:00,11:10:00
115,229,14,宿州东,11:29:00,11:31:00
115,229,15,蚌埠南,11:54:00,11:56:00
115,229,16,定远,12:09:00,12:09:00
115,229,17,滁州,12:21:00,12:21:00
115,229,18,扬州线路所,12:24:00,12:24:00
115,229,19,南京南,12:37:00,12:37:00
116,231,0,崔马庄线路所,11:31:00,11:31:00
116,231,1,泰安,11:41:00,11:41:00
116,231,2,曲阜东,11:55:00,11:55:00
116,231,3,滕州东,12:06:00,12:06:00
116,231,4,枣庄,12:16:00,12:18:00
116,231,5,徐州东,12:37:00,12:37:00
117,233,0,济南西,2:27:00,2:27:00
117,233,1,崔马庄线路所,2:32:00,2:32:00
117,233,2,泰安,2:45:00,2:54:00
117,233,3,曲阜东,3:13:00,3:16:00
117,233,4,滕州东,3:29:00,3:29:00
117,233,5,枣庄,3:36:00,3:36:00
117,233,6,徐州东,3:53:00,3:53:00
119,237,0,济南西,12:18:00,12:18:00
119,237,1,崔马庄线路所,12:23:00,12:23:00
119,237,2,泰安,12:36:00,12:42:00
119,237,3,曲阜东,13:01:00,13:16:00
119,237,4,滕州东,13:29:00,13:29:00
119,237,5,枣庄,13:36:00,13:36:00
119,237,6,徐州东,13:53:00,13:56:00
119,237,7,宿州东,14:15:00,14:30:00
119,237,8,蚌埠南,14:53:00,14:58:00
119,237,9,定远,15:11:00,15:11:00
119,237,10,滁州,15:26:00,15:28:00
119,237,11,扬州线路所,15:33:00,15:33:00
119,237,12,南京南,15:46:00,15:48:00
119,237,13,秦淮河线路所,15:51:00,15:51:00
119,237,14,镇江南,16:05:00,16:05:00
119,237,15,丹阳北,16:11:00,16:11:00
119,237,16,常州北,16:18:00,16:18:00
119,237,17,无锡东,16:32:00,16:44:00
119,237,18,苏州北,16:51:00,16:51:00
119,237,19,昆山南,16:58:00,16:58:00
119,237,20,黄渡线路所,17:06:00,17:06:00
119,237,21,上海虹桥,17:13:00,17:13:00
120,239,0,北京南,9:58:00,9:58:00
120,239,1,廊坊,10:16:00,10:16:00
120,239,2,京津线路所,10:26:00,10:26:00
120,239,3,津沪线路所,10:27:00,10:27:00
120,239,4,天津南,10:28:00,10:28:00
120,239,5,沧州西,10:46:00,10:46:00
120,239,6,德州东,11:10:00,11:12:00
120,239,7,济南西,11:36:00,11:38:00
120,239,8,崔马庄线路所,11:43:00,11:43:00
120,239,9,泰安,11:53:00,11:53:00
120,239,10,曲阜东,12:10:00,12:23:00
120,239,11,滕州东,12:36:00,12:36:00
120,239,12,枣庄,12:43:00,12:43:00
120,239,13,徐州东,13:00:00,13:15:00
120,239,14,宿州东,13:31:00,13:31:00
120,239,15,蚌埠南,13:52:00,13:52:00
121,241,0,北京南,9:36:00,9:36:00
121,241,1,廊坊,9:54:00,9:54:00
121,241,2,京津线路所,10:04:00,10:04:00
121,241,3,津沪线路所,10:05:00,10:05:00
121,241,4,天津南,10:06:00,10:06:00
121,241,5,沧州西,10:27:00,10:36:00
121,241,6,德州东,11:02:00,11:04:00
121,241,7,济南西,11:28:00,11:30:00
121,241,8,崔马庄线路所,11:35:00,11:35:00
121,241,9,泰安,11:45:00,11:45:00
121,241,10,曲阜东,11:59:00,11:59:00
121,241,11,滕州东,12:13:00,12:15:00
121,241,12,枣庄,12:24:00,12:24:00
121,241,13,徐州东,12:41:00,12:43:00
121,241,14,宿州东,13:02:00,13:04:00
121,241,15,蚌埠南,13:24:00,13:24:00
122,243,0,崔马庄线路所,3:36:00,3:36:00
122,243,1,泰安,3:49:00,3:54:00
122,243,2,曲阜东,4:13:00,4:16:00
122,243,3,滕州东,4:29:00,4:29:00
122,243,4,枣庄,4:36:00,4:36:00
122,243,5,徐州东,4:53:00,4:53:00
123,245,0,北京南,10:10:00,10:10:00
123,245,1,廊坊,10:31:00,10:33:00
123,245,2,京津线路所,10:45:00,10:45:00
123,245,3,津沪线路所,10:46:00,10:46:00
123,245,4,天津南,10:47:00,10:47:00
123,245,5,沧州西,11:05:00,11:05:00
123,245,6,德州东,11:29:00,11:31:00
123,245,7,济南西,11:55:00,12:03:00
123,245,8,崔马庄线路所,12:08:00,12:08:00
123,245,9,泰安,12:18:00,12:18:00
123,245,10,曲阜东,12:35:00,12:48:00
123,245,11,滕州东,13:01:00,13:01:00
123,245,12,枣庄,13:08:00,13:08:00
123,245,13,徐州东,13:25:00,13:27:00
123,245,14,宿州东,13:46:00,13:48:00
123,245,15,蚌埠南,14:11:00,14:11:00
124,247,0,北京南,8:36:00,8:36:00
124,247,1,廊坊,8:54:00,8:54:00
124,247,2,京津线路所,9:04:00,9:04:00
124,247,3,津沪线路所,9:05:00,9:05:00
124,247,4,天津南,9:09:00,9:24:00
124,247,5,沧州西,9:44:00,9:44:00
124,247,6,德州东,10:08:00,10:23:00
124,247,7,济南西,10:47:00,11:02:00
124,247,8,崔马庄线路所,11:07:00,11:07:00
124,247,9,泰安,11:17:00,11:17:00
124,247,10,曲阜东,11:34:00,11:49:00
124,247,11,滕州东,12:02:00,12:02:00
124,247,12,枣庄,12:12:00,12:14:00
124,247,13,徐州东,12:33:00,12:35:00
124,247,14,宿州东,12:51:00,12:51:00
124,247,15,蚌埠南,13:12:00,13:12:00
125,249,0,津沪线路所,14:14:00,14:14:00
125,249,1,天津南,14:15:00,14:15:00
125,249,2,沧州西,14:33:00,14:33:00
125,249,3,德州东,14:57:00,15:03:00
125,249,4,济南西,15:27:00,15:34:00
125,249,5,崔马庄线路所,15:39:00,15:39:00
125,249,6,泰安,15:49:00,15:49:00
125,249,7,曲阜东,16:06:00,16:17:00
125,249,8,滕州东,16:30:00,16:30:00
125,249,9,枣庄,16:37:00,16:37:00
125,249,10,徐州东,16:54:00,16:56:00
125,249,11,宿州东,17:15:00,17:17:00
125,249,12,蚌埠南,17:40:00,17:40:00
126,251,0,北京南,11:28:00,11:28:00
126,251,1,廊坊,11:46:00,11:46:00
126,251,2,京津线路所,11:56:00,11:56:00
126,251,3,津沪线路所,11:57:00,11:57:00
126,251,4,天津南,11:58:00,11:58:00
126,251,5,沧州西,12:16:00,12:16:00
126,251,6,德州东,12:40:00,12:42:00
126,251,7,济南西,13:06:00,13:06:00
127,253,0,北京南,0:33:00,0:33:00
127,253,1,廊坊,0:54:00,1:09:00
127,253,2,京津线路所,1:21:00,1:21:00
127,253,3,津沪线路所,1:22:00,1:22:00
127,253,4,天津南,1:26:00,1:37:00
127,253,5,沧州西,2:00:00,2:06:00
127,253,6,德州东,2:32:00,2:34:00
127,253,7,济南西,2:58:00,2:58:00
128,255,0,北京南,3:39:00,3:39:00
128,255,1,廊坊,4:00:00,4:14:00
128,255,2,京津线路所,4:26:00,4:26:00
128,255,3,津沪线路所,4:27:00,4:27:00
128,255,4,天津南,4:31:00,4:37:00
128,255,5,沧州西,4:57:00,4:57:00
128,255,6,德州东,5:21:00,5:23:00
128,255,7,济南西,5:47:00,5:47:00
129,257,0,北京南,6:13:00,6:13:00
129,257,1,廊坊,6:31:00,6:31:00
129,257,2,京津线路所,6:41:00,6:41:00
129,257,3,津沪线路所,6:42:00,6:42:00
129,257,4,天津南,6:43:00,6:43:00
129,257,5,沧州西,7:04:00,7:10:00
129,257,6,德州东,7:36:00,7:38:00
129,257,7,济南西,8:02:00,8:02:00
130,259,0,崔马庄线路所,0:02:00,0:02:00
130,259,1,泰安,0:12:00,0:12:00
130,259,2,曲阜东,0:29:00,0:35:00
130,259,3,滕州东,0:48:00,0:48:00
130,259,4,枣庄,0:55:00,0:55:00
130,259,5,徐州东,1:12:00,1:14:00
130,259,6,宿州东,1:33:00,1:35:00
130,259,7,蚌埠南,1:58:00,2:11:00
130,259,8,定远,2:24:00,2:24:00
130,259,9,滁州,2:39:00,2:45:00
130,259,10,扬州线路所,2:50:00,2:50:00
130,259,11,南京南,3:03:00,3:03:00
131,261,0,济南西,14:19:00,14:19:00
131,261,1,崔马庄线路所,14:24:00,14:24:00
131,261,2,泰安,14:37:00,14:50:00
131,261,3,曲阜东,15:06:00,15:06:00
131,261,4,滕州东,15:20:00,15:25:00
131,261,5,枣庄,15:37:00,15:43:00
131,261,6,徐州东,16:02:00,16:04:00
131,261,7,宿州东,16:23:00,16:25:00
131,261,8,蚌埠南,16:48:00,16:48:00
132,263,0,北京南,9:54:00,9:54:00
132,263,1,廊坊,10:12:00,10:12:00
132,263,2,京津线路所,10:22:00,10:22:00
132,263,3,津沪线路所,10:23:00,10:23:00
132,263,4,天津南,10:24:00,10:24:00
132,263,5,沧州西,10:42:00,10:42:00
132,263,6,德州东,11:06:00,11:08:00
132,263,7,济南西,11:32:00,11:34:00
132,263,8,崔马庄线路所,11:39:00,11:39:00
132,263,9,泰安,11:49:00,11:49:00
132,263,10,曲阜东,12:06:00,12:08:00
132,263,11,滕州东,12:21:00,12:21:00
132,263,12,枣庄,12:28:00,12:28:00
132,263,13,徐州东,12:45:00,12:47:00
132,263,14,宿州东,13:06:00,13:08:00
132,263,15,蚌埠南,13:31:00,13:31:00
133,265,0,北京南,10:06:00,10:06:00
133,265,1,廊坊,10:24:00,10:24:00
133,265,2,京津线路所,10:34:00,10:34:00
133,265,3,津沪线路所,10:35:00,10:35:00
133,265,4,天津南,10:36:00,10:36:00
133,265,5,沧州西,10:54:00,10:54:00
133,265,6,德州东,11:18:00,11:20:00
133,265,7,济南西,11:44:00,11:57:00
133,265,8,崔马庄线路所,12:02:00,12:02:00
133,265,9,泰安,12:15:00,12:30:00
133,265,10,曲阜东,12:46:00,12:46:00
133,265,11,滕州东,12:57:00,12:57:00
133,265,12,枣庄,13:04:00,13:04:00
133,265,13,徐州东,13:21:00,13:23:00
133,265,14,宿州东,13:39:00,13:39:00
133,265,15,蚌埠南,14:00:00,14:00:00
134,267,0,徐州东,14:36:00,14:36:00
134,267,1,宿州东,14:52:00,14:52:00
134,267,2,蚌埠南,15:13:00,15:15:00
134,267,3,定远,15:28:00,15:28:00
134,267,4,滁州,15:40:00,15:40:00
134,267,5,扬州线路所,15:43:00,15:43:00
134,267,6,南京南,15:56:00,16:10:00
134,267,7,秦淮河线路所,16:13:00,16:13:00
134,267,8,镇江南,16:27:00,16:27:00
134,267,9,丹阳北,16:33:00,16:33:00
134,267,10,常州北,16:43:00,16:45:00
134,267,11,无锡东,16:58:00,16:58:00
134,267,12,苏州北,17:06:00,17:08:00
134,267,13,昆山南,17:17:00,17:17:00
134,267,14,黄渡线路所,17:25:00,17:25:00
134,267,15,上海虹桥,17:32:00,17:32:00
135,269,0,北京南,0:39:00,0:39:00
135,269,1,廊坊,0:57:00,0:57:00
135,269,2,京津线路所,1:07:00,1:07:00
136,271,0,北京南,0:56:00,0:56:00
136,271,1,廊坊,1:14:00,1:14:00
136,271,2,京津线路所,1:24:00,1:24:00
137,273,0,津沪线路所,0:28:00,0:28:00
137,273,1,天津南,0:29:00,0:29:00
137,273,2,沧州西,0:50:00,1:05:00
137,273,3,德州东,1:31:00,1:33:00
137,273,4,济南西,1:57:00,1:59:00
137,273,5,崔马庄线路所,2:04:00,2:04:00
137,273,6,泰安,2:14:00,2:14:00
137,273,7,曲阜东,2:31:00,2:31:00
138,275,0,北京南,3:00:00,3:00:00
138,275,1,廊坊,3:21:00,3:23:00
138,275,2,京津线路所,3:35:00,3:35:00
138,275,3,津沪线路所,3:36:00,3:36:00
138,275,4,天津南,3:37:00,3:37:00
138,275,5,沧州西,3:58:00,4:00:00
138,275,6,德州东,4:23:00,4:23:00
138,275,7,济南西,4:45:00,4:47:00
138,275,8,崔马庄线路所,4:52:00,4:52:00
138,275,9,泰安,5:02:00,5:02:00
138,275,10,曲阜东,5:19:00,5:25:00
138,275,11,滕州东,5:38:00,5:38:00
138,275,12,枣庄,5:48:00,6:03:00
138,275,13,徐州东,6:22:00,6:24:00
138,275,14,宿州东,6:43:00,6:45:00
138,275,15,蚌埠南,7:05:00,7:05:00
138,275,16,定远,7:16:00,7:16:00
138,275,17,滁州,7:28:00,7:28:00
138,275,18,扬州线路所,7:31:00,7:31:00
138,275,19,南京南,7:44:00,7:46:00
138,275,20,秦淮河线路所,7:49:00,7:49:00
138,275,21,镇江南,8:06:00,8:08:00
138,275,22,丹阳北,8:16:00,8:16:00
138,275,23,常州北,8:26:00,8:35:00
138,275,24,无锡东,8:51:00,9:06:00
138,275,25,苏州北,9:13:00,9:13:00
138,275,26,昆山南,9:20:00,9:20:00
138,275,27,黄渡线路所,9:28:00,9:28:00
138,275,28,上海虹桥,9:35:00,9:35:00
139,277,0,北京南,6:09:00,6:09:00
139,277,1,廊坊,6:27:00,6:27:00
139,277,2,京津线路所,6:37:00,6:37:00
139,277,3,津沪线路所,6:38:00,6:38:00
139,277,4,天津南,6:39:00,6:39:00
139,277,5,沧州西,7:00:00,7:02:00
139,277,6,德州东,7:28:00,7:30:00
139,277,7,济南西,7:54:00,8:06:00
139,277,8,崔马庄线路所,8:11:00,8:11:00
139,277,9,泰安,8:21:00,8:21:00
139,277,10,曲阜东,8:38:00,8:53:00
139,277,11,滕州东,9:06:00,9:06:00
139,277,12,枣庄,9:16:00,9:25:00
139,277,13,徐州东,9:41:00,9:41:00
139,277,14,宿州东,9:55:00,9:55:00
139,277,15,蚌埠南,10:16:00,10:18:00
139,277,16,定远,10:31:00,10:31:00
139,277,17,滁州,10:43:00,10:43:00
139,277,18,扬州线路所,10:46:00,10:46:00
139,277,19,南京南,10:59:00,11:01:00
139,277,20,秦淮河线路所,11:04:00,11:04:00
139,277,21,镇江南,11:18:00,11:18:00
139,277,22,丹阳北,11:24:00,11:24:00
139,277,23,常州北,11:31:00,11:31:00
139,277,24,无锡东,11:45:00,11:52:00
139,277,25,苏州北,11:59:00,11:59:00
139,277,26,昆山南,12:09:00,12:11:00
139,277,27,黄渡线路所,12:21:00,12:21:00
140,279,0,北京南,3:58:00,3:58:00
140,279,1,廊坊,4:19:00,4:21:00
140,279,2,京津线路所,4:33:00,4:33:00
140,279,3,津沪线路所,4:34:00,4:34:00
140,279,4,天津南,4:35:00,4:35:00
140,279,5,沧州西,4:53:00,4:53:00
140,279,6,德州东,5:17:00,5:19:00
140,279,7,济南西,5:43:00,5:54:00
140,279,8,崔马庄线路所,5:59:00,5:59:00
140,279,9,泰安,6:09:00,6:09:00
140,279,10,曲阜东,6:23:00,6:23:00
140,279,11,滕州东,6:34:00,6:34:00
140,279,12,枣庄,6:44:00,6:59:00
140,279,13,徐州东,7:18:00,7:28:00
140,279,14,宿州东,7:47:00,7:49:00
140,279,15,蚌埠南,8:09:00,8:09:00
140,279,16,定远,8:23:00,8:34:00
140,279,17,滁州,8:48:00,8:48:00
140,279,18,扬州线路所,8:51:00,8:51:00
140,279,19,南京南,9:04:00,9:04:00
141,281,0,津沪线路所,7:36:00,7:36:00
141,281,1,天津南,7:37:00,7:37:00
141,281,2,沧州西,7:55:00,7:55:00
141,281,3,德州东,8:19:00,8:21:00
141,281,4,济南西,8:45:00,8:58:00
141,281,5,崔马庄线路所,9:03:00,9:03:00
141,281,6,泰安,9:13:00,9:13:00
141,281,7,曲阜东,9:30:00,9:43:00
141,281,8,滕州东,9:56:00,9:56:00
141,281,9,枣庄,10:03:00,10:03:00
141,281,10,徐州东,10:20:00,10:29:00
141,281,11,宿州东,10:45:00,10:45:00
141,281,12,蚌埠南,11:03:00,11:03:00
141,281,13,定远,11:14:00,11:14:00
141,281,14,滁州,11:26:00,11:26:00
141,281,15,扬州线路所,11:29:00,11:29:00
141,281,16,南京南,11:42:00,11:50:00
141,281,17,秦淮河线路所,11:53:00,11:53:00
141,281,18,镇江南,12:10:00,12:12:00
141,281,19,丹阳北,12:20:00,12:20:00
141,281,20,常州北,12:30:00,12:38:00
141,281,21,无锡东,12:51:00,12:51:00
141,281,22,苏州北,12:59:00,13:05:00
141,281,23,昆山南,13:14:00,13:14:00
141,281,24,黄渡线路所,13:22:00,13:22:00
141,281,25,上海虹桥,13:29:00,13:29:00
142,283,0,津沪线路所,13:00:00,13:00:00
142,283,1,天津南,13:01:00,13:01:00
142,283,2,沧州西,13:19:00,13:19:00
142,283,3,德州东,13:43:00,13:58:00
142,283,4,济南西,14:22:00,14:26:00
142,283,5,崔马庄线路所,14:31:00,14:31:00
142,283,6,泰安,14:41:00,14:41:00
142,283,7,曲阜东,14:55:00,14:55:00
142,283,8,滕州东,15:06:00,15:06:00
142,283,9,枣庄,15:13:00,15:13:00
142,283,10,徐州东,15:30:00,15:32:00
142,283,11,宿州东,15:48:00,15:48:00
142,283,12,蚌埠南,16:06:00,16:06:00
142,283,13,定远,16:17:00,16:17:00
142,283,14,滁州,16:29:00,16:29:00
142,283,15,扬州线路所,16:32:00,16:32:00
142,283,16,南京南,16:45:00,16:45:00
143,285,0,崔马庄线路所,1:45:00,1:45:00
143,285,1,泰安,1:58:00,2:00:00
143,285,2,曲阜东,2:19:00,2:21:00
143,285,3,滕州东,2:37:00,2:39:00
143,285,4,枣庄,2:48:00,2:48:00
143,285,5,徐州东,3:05:00,3:05:00
144,287,0,济南西,15:42:00,15:42:00
144,287,1,崔马庄线路所,15:47:00,15:47:00
144,287,2,泰安,16:00:00,16:14:00
144,287,3,曲阜东,16:33:00,16:35:00
144,287,4,滕州东,16:51:00,16:53:00
144,287,5,枣庄,17:02:00,17:02:00
144,287,6,徐州东,17:19:00,17:19:00
145,289,0,北京南,9:24:00,9:24:00
145,289,1,廊坊,9:42:00,9:42:00
145,289,2,京津线路所,9:52:00,9:52:00
145,289,3,津沪线路所,9:53:00,9:53:00
145,289,4,天津南,9:54:00,9:54:00
145,289,5,沧州西,10:12:00,10:12:00
145,289,6,德州东,10:36:00,10:36:00
146,291,0,北京南,9:03:00,9:03:00
146,291,1,廊坊,9:21:00,9:21:00
146,291,2,京津线路所,9:31:00,9:31:00
146,291,3,津沪线路所,9:32:00,9:32:00
146,291,4,天津南,9:33:00,9:33:00
146,291,5,沧州西,9:54:00,10:02:00
146,291,6,德州东,10:28:00,10:30:00
146,291,7,济南西,10:54:00,10:54:00
147,293,0,北京南,11:35:00,11:35:00
147,293,1,廊坊,11:53:00,11:53:00
147,293,2,京津线路所,12:03:00,12:03:00
147,293,3,津沪线路所,12:04:00,12:04:00
147,293,4,天津南,12:05:00,12:05:00
147,293,5,沧州西,12:26:00,12:32:00
147,293,6,德州东,12:55:00,12:55:00
148,295,0,北京南,7:01:00,7:01:00
148,295,1,廊坊,7:19:00,7:19:00
148,295,2,京津线路所,7:29:00,7:29:00
148,295,3,津沪线路所,7:30:00,7:30:00
148,295,4,天津南,7:34:00,7:49:00
148,295,5,沧州西,8:09:00,8:09:00
148,295,6,德州东,8:33:00,8:35:00
148,295,7,济南西,8:59:00,8:59:00
149,297,0,北京南,14:11:00,14:11:00
149,297,1,廊坊,14:29:00,14:29:00
149,297,2,京津线路所,14:39:00,14:39:00
149,297,3,津沪线路所,14:40:00,14:40:00
149,297,4,天津南,14:44:00,14:51:00
149,297,5,沧州西,15:11:00,15:11:00
149,297,6,德州东,15:35:00,15:35:00
150,299,0,北京南,5:06:00,5:06:00
150,299,1,廊坊,5:27:00,5:42:00
150,299,2,京津线路所,5:54:00,5:54:00
150,299,3,津沪线路所,5:55:00,5:55:00
150,299,4,天津南,5:59:00,6:14:00
150,299,5,沧州西,6:34:00,6:34:00
150,299,6,德州东,6:55:00,6:55:00
151,301,0,南京南,1:15:00,1:15:00
151,301,1,秦淮河线路所,1:18:00,1:18:00
151,301,2,镇江南,1:35:00,1:37:00
151,301,3,丹阳北,1:45:00,1:45:00
151,301,4,常州北,1:55:00,1:57:00
151,301,5,无锡东,2:13:00,2:15:00
151,301,6,苏州北,2:25:00,2:27:00
151,301,7,昆山南,2:36:00,2:36:00
151,301,8,黄渡线路所,2:44:00,2:44:00
151,301,9,上海虹桥,2:51:00,2:51:00
152,303,0,南京南,1:19:00,1:19:00
152,303,1,秦淮河线路所,1:22:00,1:22:00
152,303,2,镇江南,1:39:00,1:41:00
152,303,3,丹阳北,1:49:00,1:49:00
152,303,4,常州北,1:59:00,2:01:00
152,303,5,无锡东,2:17:00,2:19:00
152,303,6,苏州北,2:29:00,2:31:00
152,303,7,昆山南,2:40:00,2:40:00
152,303,8,黄渡线路所,2:48:00,2:48:00
152,303,9,上海虹桥,2:55:00,2:55:00
153,305,0,北京南,13:09:00,13:09:00
153,305,1,廊坊,13:30:00,13:39:00
153,305,2,京津线路所,13:51:00,13:51:00
153,305,3,津沪线路所,13:52:00,13:52:00
153,305,4,天津南,13:56:00,13:58:00
153,305,5,沧州西,14:18:00,14:18:00
153,305,6,德州东,14:39:00,14:39:00
153,305,7,济南西,15:01:00,15:03:00
153,305,8,崔马庄线路所,15:08:00,15:08:00
153,305,9,泰安,15:21:00,15:36:00
153,305,10,曲阜东,15:52:00,15:52:00
153,305,11,滕州东,16:03:00,16:03:00
153,305,12,枣庄,16:10:00,16:10:00
153,305,13,徐州东,16:27:00,16:27:00
154,307,0,北京南,13:01:00,13:01:00
154,307,1,廊坊,13:19:00,13:19:00
154,307,2,京津线路所,13:29:00,13:29:00
154,307,3,津沪线路所,13:30:00,13:30:00
154,307,4,天津南,13:31:00,13:31:00
154,307,5,沧州西,13:52:00,13:58:00
154,307,6,德州东,14:21:00,14:21:00
154,307,7,济南西,14:43:00,14:47:00
154,307,8,崔马庄线路所,14:52:00,14:52:00
154,307,9,泰安,15:02:00,15:02:00
154,307,10,曲阜东,15:19:00,15:25:00
154,307,11,滕州东,15:38:00,15:38:00
154,307,12,枣庄,15:48:00,15:50:00
154,307,13,徐州东,16:09:00,16:09:00
155,309,0,北京南,13:05:00,13:05:00
155,309,1,廊坊,13:23:00,13:23:00
155,309,2,京津线路所,13:33:00,13:33:00
155,309,3,津沪线路所,13:34:00,13:34:00
155,309,4,天津南,13:38:00,13:44:00
155,309,5,沧州西,14:04:00,14:04:00
155,309,6,德州东,14:25:00,14:25:00
155,309,7,济南西,14:47:00,14:58:00
155,309,8,崔马庄线路所,15:03:00,15:03:00
155,309,9,泰安,15:16:00,15:22:00
155,309,10,曲阜东,15:38:00,15:38:00
155,309,11,滕州东,15:49:00,15:49:00
155,309,12,枣庄,15:56:00,15:56:00
155,309,13,徐州东,16:13:00,16:13:00
156,311,0,北京南,12:19:00,12:19:00
156,311,1,廊坊,12:40:00,12:54:00
156,311,2,京津线路所,13:06:00,13:06:00
156,311,3,津沪线路所,13:07:00,13:07:00
156,311,4,天津南,13:08:00,13:08:00
156,311,5,沧州西,13:29:00,13:40:00
156,311,6,德州东,14:06:00,14:08:00
156,311,7,济南西,14:32:00,14:43:00
156,311,8,崔马庄线路所,14:48:00,14:48:00
156,311,9,泰安,14:58:00,14:58:00
156,311,10,曲阜东,15:12:00,15:12:00
156,311,11,滕州东,15:23:00,15:23:00
156,311,12,枣庄,15:33:00,15:35:00
156,311,13,徐州东,15:54:00,15:54:00
157,313,0,济南西,6:47:00,6:47:00
157,313,1,崔马庄线路所,6:52:00,6:52:00
157,313,2,泰安,7:05:00,7:20:00
157,313,3,曲阜东,7:36:00,7:36:00
157,313,4,滕州东,7:47:00,7:47:00
157,313,5,枣庄,7:54:00,7:54:00
157,313,6,徐州东,8:11:00,8:11:00
159,317,0,北京南,11:58:00,11:58:00
159,317,1,廊坊,12:16:00,12:16:00
159,317,2,京津线路所,12:26:00,12:26:00
159,317,3,津沪线路所,12:27:00,12:27:00
159,317,4,天津南,12:31:00,12:37:00
159,317,5,沧州西,12:57:00,12:57:00
159,317,6,德州东,13:21:00,13:36:00
159,317,7,济南西,14:00:00,14:15:00
159,317,8,崔马庄线路所,14:20:00,14:20:00
159,317,9,泰安,14:30:00,14:30:00
159,317,10,曲阜东,14:44:00,14:44:00
159,317,11,滕州东,14:55:00,14:55:00
159,317,12,枣庄,15:05:00,15:07:00
159,317,13,徐州东,15:26:00,15:26:00
160,319,0,北京南,2:56:00,2:56:00
160,319,1,廊坊,3:14:00,3:14:00
160,319,2,京津线路所,3:24:00,3:24:00
160,319,3,津沪线路所,3:25:00,3:25:00
160,319,4,天津南,3:26:00,3:26:00
160,319,5,沧州西,3:47:00,3:49:00
160,319,6,德州东,4:15:00,4:17:00
160,319,7,济南西,4:41:00,4:54:00
160,319,8,崔马庄线路所,4:59:00,4:59:00
160,319,9,泰安,5:09:00,5:09:00
160,319,10,曲阜东,5:23:00,5:23:00
160,319,11,滕州东,5:34:00,5:34:00
160,319,12,枣庄,5:44:00,5:59:00
160,319,13,徐州东,6:18:00,6:20:00
160,319,14,宿州东,6:36:00,6:36:00
160,319,15,蚌埠南,6:54:00,6:54:00
160,319,16,定远,7:05:00,7:05:00
160,319,17,滁州,7:17:00,7:17:00
160,319,18,扬州线路所,7:20:00,7:20:00
160,319,19,南京南,7:33:00,7:35:00
160,319,20,秦淮河线路所,7:38:00,7:38:00
160,319,21,镇江南,7:55:00,7:57:00
160,319,22,丹阳北,8:08:00,8:10:00
160,319,23,常州北,8:22:00,8:24:00
160,319,24,无锡东,8:40:00,8:42:00
160,319,25,苏州北,8:52:00,8:54:00
160,319,26,昆山南,9:03:00,9:03:00
160,319,27,黄渡线路所,9:11:00,9:11:00
161,321,0,北京南,12:15:00,12:15:00
161,321,1,廊坊,12:33:00,12:33:00
161,321,2,京津线路所,12:43:00,12:43:00
161,321,3,津沪线路所,12:44:00,12:44:00
161,321,4,天津南,12:48:00,13:03:00
161,321,5,沧州西,13:23:00,13:23:00
161,321,6,德州东,13:47:00,14:02:00
161,321,7,济南西,14:26:00,14:33:00
161,321,8,崔马庄线路所,14:38:00,14:38:00
161,321,9,泰安,14:48:00,14:48:00
161,321,10,曲阜东,15:02:00,15:02:00
161,321,11,滕州东,15:16:00,15:18:00
161,321,12,枣庄,15:27:00,15:27:00
161,321,13,徐州东,15:44:00,15:44:00
162,323,0,津沪线路所,6:52:00,6:52:00
162,323,1,天津南,6:56:00,7:11:00
162,323,2,沧州西,7:34:00,7:49:00
162,323,3,德州东,8:15:00,8:17:00
162,323,4,济南西,8:41:00,8:43:00
162,323,5,崔马庄线路所,8:48:00,8:48:00
162,323,6,泰安,8:58:00,8:58:00
162,323,7,曲阜东,9:15:00,9:26:00
162,323,8,滕州东,9:39:00,9:39:00
162,323,9,枣庄,9:46:00,9:46:00
162,323,10,徐州东,10:03:00,10:14:00
162,323,11,宿州东,10:33:00,10:39:00
162,323,12,蚌埠南,10:59:00,10:59:00
162,323,13,定远,11:10:00,11:10:00
162,323,14,滁州,11:22:00,11:22:00
